ID,Тип,Артикул,Имя,Опубликован,рекомендуемый?,"Видимость в каталоге","Короткое описание",Описание,"Дата начала действия продажной цены","Дата окончания действия продажной цены","Статус налога","Налоговый класс","В наличии?",Запасы,"Малое количество на складе","Задержанный заказ возможен?","Продано индивидуально?","Вес (kg)","Длина (cm)","Ширина (cm)","Высота (cm)","Разрешить отзывы от клиентов?","Примечание к покупке","Цена распродажи","Базовая цена",Категории,Метки,"Класс доставки",Изображения,"Лимит загрузок","Число дней до просроченной загрузки",Родительский,"Сгруппированные товары",Апсейл,Кросселы,"Внешний URL","Текст кнопки",Позиция,"Мета: yikes_woo_products_tabs" 
,simple,,"3е711в Плоскошлифовальный станок",1,0,visible,"В продаже Плоскошлифовальный станок 3е711в. В состоянии нового.","Цена на станок 3е711в указана с учетом погрузки на ваш транспорт. Купить б/у станок можно после осмотра, который проводится по предварительной записи по телефону на сайте.",,,taxable,,1,,,0,0,,,,,1,,,300000,Шлифовальные,,,"https://st-ok.ru/wp-content/uploads/2018/10/3e711v-1.jpg, https://st-ok.ru/wp-content/uploads/2018/10/3e711v_2-1.jpg, https://st-ok.ru/wp-content/uploads/2018/10/3e711v_3-1.jpg, https://st-ok.ru/wp-content/uploads/2018/10/3e711v_4-1.jpg, https://st-ok.ru/wp-content/uploads/2018/10/3e711v_5-1.jpg, https://st-ok.ru/wp-content/uploads/2018/10/3e711v_6.jpg, https://st-ok.ru/wp-content/uploads/2018/10/3e711v_7.jpg",,,,,,,,,0,"a:1:{i:0;a:3:{s:5:""title"";s:51:""Технические характеристики"";s:2:""id"";s:27:""tehnicheskie-harakteristiki"";s:7:""content"";s:0:"""";}}"
,simple,,"Наждак",1,0,visible,"В продаже наждак. В хорошем рабочем состоянии.","Цена на наждак указана с учетом погрузки на ваш транспорт. Покупка после осмотра, который проводится по предварительной записи по телефону на сайте.",,,taxable,,1,,,0,0,,,,,1,,,30000,Шлифовальные,,,"https://st-ok.ru/wp-content/uploads/2018/07/nazhdak.jpg",,,,,,,,,0,
