ID,Тип,Артикул,Имя,Опубликован,рекомендуемый?,"Видимость в каталоге","Короткое описание",Описание,"Дата начала действия продажной цены","Дата окончания действия продажной цены","Статус налога","Налоговый класс","В наличии?",Запасы,"Малое количество на складе","Задержанный заказ возможен?","Продано индивидуально?","Вес (kg)","Длина (cm)","Ширина (cm)","Высота (cm)","Разрешить отзывы от клиентов?","Примечание к покупке","Цена распродажи","Базовая цена",Категории,Метки,"Класс доставки",Изображения,"Лимит загрузок","Число дней до просроченной загрузки",Родительский,"Сгруппированные товары",Апсейл,Кросселы,"Внешний URL","Текст кнопки",Позиция,"Мета: yikes_woo_products_tabs" 
,simple,,"САО-2 абразивно-отрезной станок",1,0,visible,"В продаже Абразивно-отрезной станок САО-2. Практически новый, использовался для распила сверл и фрез.","Цена на станок САО-2 указана с учетом погрузки на ваш транспорт. Покупка после осмотра, который проводится по предварительной записи по телефону на сайте.",,,taxable,,1,,,0,0,,,,,1,,,100000,Пильные,,,"https://st-ok.ru/wp-content/uploads/2018/04/Otreznoj.jpg, https://st-ok.ru/wp-content/uploads/2018/04/Otreznoj-2.jpg, https://st-ok.ru/wp-content/uploads/2018/04/Otreznoj-3.jpg, https://st-ok.ru/wp-content/uploads/2018/04/Otreznoj-4.jpg, https://st-ok.ru/wp-content/uploads/2018/04/Otreznoj-5.jpg, https://st-ok.ru/wp-content/uploads/2018/04/Otreznoj-6.jpg, https://st-ok.ru/wp-content/uploads/2018/04/Otreznoj-7.jpg, https://st-ok.ru/wp-content/uploads/2018/04/Otreznoj-8-1.jpg, https://st-ok.ru/wp-content/uploads/2018/04/Otreznoj-9.jpg, https://st-ok.ru/wp-content/uploads/2018/04/Otreznoj-10.jpg",,,,,,,,,0,
